Brand,Description,Size,SalesQuantity,SalesPrice,SalesDate
3423,Beefeater,1.75L,2,27.65,2016-09-23
2127,Canadian Ltd,1.75L,6,10.39,2016-09-23
8159,Jose Cuervo Especial,1.75L,8,26.43,2016-09-23
3405,Tito's Handmade Vodka,1.75L,3,28.34,2016-09-23
5365,Kahlua,750mL,1,20.53,2016-09-23
1385,Makers Mark,750mL,1,29.16,2016-09-23
3423,Beefeater,1.75L,2,26.74,2016-09-23
3858,Grey Goose Vodka,750mL,2,24.11,2016-09-23
5365,Kahlua,750mL,1,20.19,2016-09-23
6570,Kendall Jackson Chard Vt RSV,750mL,5,13.87,2016-09-23
3545,Ketel One Vodka,1.75L,6,31.73,2016-09-23
3180,New Amsterdam Vodka,1.75L,1,16.41,2016-09-23
3512,Pinnacle Vodka,1.75L,7,17.21,2016-09-23
2114,Black Velvet Canadian Whisky,1.75L,6,15.63,2016-09-23
2663,Dewars White Label,1.75L,1,40.49,2016-09-23
1385,Makers Mark,750mL,1,28.35,2016-09-23
4227,Bacardi Superior Rum Trav,1.75L,5,17.98,2016-09-23
3512,Pinnacle Vodka,1.75L,4,17.1,2016-09-23
3348,Bombay Sapphire Gin,1.75L,1,36.28,2016-09-23
8112,Stolichnaya,1.75L,16,25.91,2016-09-23
1385,Makers Mark,750mL,5,27.61,2016-09-23
8680,Crown Royal,1.75L,1,41.22,2016-09-23
6579,J Lohr Riverstone Chard,750mL,1,10.31,2016-09-23
3876,Smirnoff 80 Proof,1.75L,2,19.74,2016-09-23
1476,Jim Beam Traveler,1.75L,3,22.76,2016-09-23
2663,Dewars White Label,1.75L,1,39.81,2016-09-23
1233,Jack Daniels No 7 Black,1.75L,6,36.55,2016-09-23
1476,Jim Beam Traveler,1.75L,4,22.24,2016-09-23
1232,Jack Daniels No 7 Black,750mL,1,23.02,2016-09-23
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,15.09,2016-09-23
8680,Crown Royal,1.75L,1,43.76,2016-09-23
3876,Smirnoff 80 Proof,1.75L,2,20.39,2016-09-23
8512,Baileys Irish Cream,750mL,2,20.26,2016-09-23
1376,Jim Beam,1.75L,3,26.41,2016-09-23
3858,Grey Goose Vodka,750mL,15,24.21,2016-09-23
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,15.75,2016-09-23
1385,Makers Mark,750mL,6,28.3,2016-09-23
8680,Crown Royal,1.75L,1,39.15,2016-09-23
6579,J Lohr Riverstone Chard,750mL,2,14.17,2016-09-23
3489,Tanqueray,1.75L,2,30.09,2016-09-23
1476,Jim Beam Traveler,1.75L,6,22.42,2016-09-23
4261,Capt Morgan Spiced Rum,1.75L,9,21.18,2016-09-23
4227,Bacardi Superior Rum Trav,1.75L,7,17.66,2016-09-23
3858,Grey Goose Vodka,750mL,1,24.39,2016-09-23
5103,Fireball Cinnamon Whisky,1.75L,3,24.94,2016-09-23
3102,Smirnoff Traveler,1.75L,1,18.05,2016-09-23
2757,Johnnie Walker Red Label,1.75L,1,30.27,2016-09-23
2127,Canadian Ltd,1.75L,2,10.41,2016-09-23
2585,Jameson Irish Whiskey,750mL,9,23.79,2016-09-23
8112,Stolichnaya,1.75L,1,25.4,2016-09-23
5138,Fireball Cinnamon Whisky,750mL,1,14.02,2016-09-23
3348,Bombay Sapphire Gin,1.75L,2,36.96,2016-09-23
8068,Absolut 80 Proof,1.75L,2,24.42,2016-09-23
8068,Absolut 80 Proof,1.75L,1,25.41,2016-09-23
2432,Crown Royal,750mL,1,23.25,2016-09-23
3545,Ketel One Vodka,1.75L,1,32.0,2016-09-23
14006,Apothic Winemakers Red Blend,750mL,9,10.08,2016-09-23
8068,Absolut 80 Proof,1.75L,5,24.42,2016-09-23
5365,Kahlua,750mL,2,20.17,2016-09-23
5103,Fireball Cinnamon Whisky,1.75L,1,30.43,2016-09-23
14006,Apothic Winemakers Red Blend,750mL,2,10.17,2016-09-23
3802,Three Olives Vodka,1.75L,3,17.52,2016-09-23
4261,Capt Morgan Spiced Rum,1.75L,11,22.17,2016-09-23
3423,Beefeater,1.75L,1,26.79,2016-09-23
8082,Baileys Irish Cream,1.75L,3,38.46,2016-09-23
2120,Canadian Club,1.75L,6,16.22,2016-09-23
2120,Canadian Club,1.75L,3,17.15,2016-09-23
3423,Beefeater,1.75L,1,26.99,2016-09-23
2120,Canadian Club,1.75L,7,16.52,2016-09-23
8159,Jose Cuervo Especial,1.75L,1,26.09,2016-09-23
1385,Makers Mark,750mL,2,27.84,2016-09-23
4261,Capt Morgan Spiced Rum,1.75L,12,21.36,2016-09-23
5138,Fireball Cinnamon Whisky,750mL,7,14.22,2016-09-23
5138,Fireball Cinnamon Whisky,750mL,4,14.11,2016-09-23
3826,Skyy Vodka,1.75L,2,20.98,2016-09-23
4261,Capt Morgan Spiced Rum,1.75L,14,21.47,2016-09-23
3802,Three Olives Vodka,1.75L,7,18.08,2016-09-23
8512,Baileys Irish Cream,750mL,1,19.65,2016-09-23
5138,Fireball Cinnamon Whisky,750mL,3,13.95,2016-09-23
19748,Clos du Bois Chard,1.5L,10,14.94,2016-09-23
3489,Tanqueray,1.75L,2,35.45,2016-09-23
1376,Jim Beam,1.75L,2,22.36,2016-09-23
4262,Capt Morgan Spiced Rum,750mL,1,15.0,2016-09-23
1232,Jack Daniels No 7 Black,750mL,3,23.85,2016-09-23
2585,Jameson Irish Whiskey,750mL,1,24.35,2016-09-23
3423,Beefeater,1.75L,1,26.53,2016-09-23
3876,Smirnoff 80 Proof,1.75L,2,20.53,2016-09-23
8112,Stolichnaya,1.75L,1,26.1,2016-09-23
2585,Jameson Irish Whiskey,750mL,2,22.79,2016-09-23
3545,Ketel One Vodka,1.75L,2,28.87,2016-09-23
14006,Apothic Winemakers Red Blend,750mL,6,9.98,2016-09-23
1385,Makers Mark,750mL,1,27.28,2016-09-23
2589,Jameson Irish Whiskey,1.75L,2,39.91,2016-09-23
3858,Grey Goose Vodka,750mL,1,27.95,2016-09-23
2585,Jameson Irish Whiskey,750mL,3,23.38,2016-09-23
8068,Absolut 80 Proof,1.75L,2,24.55,2016-09-23
2127,Canadian Ltd,1.75L,4,11.04,2016-09-23
6650,Simi Chard,750mL,3,11.2,2016-09-23
5138,Fireball Cinnamon Whisky,750mL,14,13.87,2016-09-23
8112,Stolichnaya,1.75L,2,27.62,2016-09-23
5103,Fireball Cinnamon Whisky,1.75L,1,29.03,2016-09-23
2585,Jameson Irish Whiskey,750mL,2,23.7,2016-09-23
3876,Smirnoff 80 Proof,1.75L,13,20.18,2016-09-23
3802,Three Olives Vodka,1.75L,1,17.57,2016-09-23
3405,Tito's Handmade Vodka,1.75L,5,29.06,2016-09-23
1385,Makers Mark,750mL,3,28.62,2016-09-23
3545,Ketel One Vodka,1.75L,12,30.46,2016-09-23
1376,Jim Beam,1.75L,1,26.06,2016-09-23
3650,Patron Silver Tequila,750mL,1,47.94,2016-09-23
2120,Canadian Club,1.75L,7,15.77,2016-09-23
8512,Baileys Irish Cream,750mL,4,19.66,2016-09-23
2120,Canadian Club,1.75L,1,16.59,2016-09-23
1385,Makers Mark,750mL,1,29.57,2016-09-23
3876,Smirnoff 80 Proof,1.75L,7,19.4,2016-09-23
2432,Crown Royal,750mL,1,22.99,2016-09-23
8068,Absolut 80 Proof,1.75L,5,25.97,2016-09-23
8159,Jose Cuervo Especial,1.75L,1,25.31,2016-09-23
4261,Capt Morgan Spiced Rum,1.75L,21,22.11,2016-09-23
3802,Three Olives Vodka,1.75L,2,18.22,2016-09-23
2127,Canadian Ltd,1.75L,3,10.4,2016-09-23
4227,Bacardi Superior Rum Trav,1.75L,6,18.18,2016-09-23
19748,Clos du Bois Chard,1.5L,1,14.86,2016-09-23
2127,Canadian Ltd,1.75L,7,10.36,2016-09-23
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,16.01,2016-09-23
5138,Fireball Cinnamon Whisky,750mL,2,14.0,2016-09-23
1376,Jim Beam,1.75L,14,23.36,2016-09-23
8512,Baileys Irish Cream,750mL,1,19.98,2016-09-23
6650,Simi Chard,750mL,8,12.11,2016-09-23
8112,Stolichnaya,1.75L,1,26.97,2016-09-23
1376,Jim Beam,1.75L,2,24.74,2016-09-23
3489,Tanqueray,1.75L,1,29.84,2016-09-23
3893,Zhenka 80 Proof,1.75L,8,10.06,2016-09-23
2663,Dewars White Label,1.75L,3,40.49,2016-09-23
14006,Apothic Winemakers Red Blend,750mL,2,9.61,2016-09-23
2432,Crown Royal,750mL,6,22.65,2016-09-23
3505,Tito's Handmade Vodka,750mL,1,18.82,2016-09-23
8068,Absolut 80 Proof,1.75L,2,26.68,2016-09-23
2663,Dewars White Label,1.75L,1,39.77,2016-09-23
3505,Tito's Handmade Vodka,750mL,2,22.11,2016-09-23
8068,Absolut 80 Proof,1.75L,7,24.82,2016-09-23
2432,Crown Royal,750mL,2,23.0,2016-09-23
2114,Black Velvet Canadian Whisky,1.75L,2,16.02,2016-09-23
1376,Jim Beam,1.75L,1,25.31,2016-09-23
3893,Zhenka 80 Proof,1.75L,1,9.68,2016-09-23
8159,Jose Cuervo Especial,1.75L,2,24.97,2016-09-23
8068,Absolut 80 Proof,1.75L,17,24.39,2016-09-23
4262,Capt Morgan Spiced Rum,750mL,1,15.01,2016-09-23
2757,Johnnie Walker Red Label,1.75L,5,30.59,2016-09-23
3913,Svedka Vodka,1.75L,3,18.07,2016-09-23
8068,Absolut 80 Proof,1.75L,6,24.93,2016-09-23
3180,New Amsterdam Vodka,1.75L,1,17.04,2016-09-23
8680,Crown Royal,1.75L,2,40.28,2016-09-23
1233,Jack Daniels No 7 Black,1.75L,8,36.31,2016-09-23
2120,Canadian Club,1.75L,31,16.41,2016-09-23
3489,Tanqueray,1.75L,2,34.73,2016-09-23
8112,Stolichnaya,1.75L,2,25.64,2016-09-23
2127,Canadian Ltd,1.75L,3,10.74,2016-09-23
3913,Svedka Vodka,1.75L,1,23.08,2016-09-23
3650,Patron Silver Tequila,750mL,1,47.67,2016-09-23
1376,Jim Beam,1.75L,1,25.45,2016-09-23
4227,Bacardi Superior Rum Trav,1.75L,1,18.67,2016-09-23
6579,J Lohr Riverstone Chard,750mL,2,14.46,2016-09-23
8112,Stolichnaya,1.75L,4,25.09,2016-09-23
8068,Absolut 80 Proof,1.75L,1,25.16,2016-09-23
6570,Kendall Jackson Chard Vt RSV,750mL,7,13.71,2016-09-23
3489,Tanqueray,1.75L,1,27.45,2016-09-23
5364,Kahlua,1.75L,3,32.18,2016-09-23
1385,Makers Mark,750mL,5,26.75,2016-09-23
3505,Tito's Handmade Vodka,750mL,1,22.17,2016-09-23
2589,Jameson Irish Whiskey,1.75L,2,41.65,2016-09-23
3545,Ketel One Vodka,1.75L,9,28.91,2016-09-23
5103,Fireball Cinnamon Whisky,1.75L,3,25.61,2016-09-24
3876,Smirnoff 80 Proof,1.75L,2,18.6,2016-09-24
2589,Jameson Irish Whiskey,1.75L,1,41.4,2016-09-24
3893,Zhenka 80 Proof,1.75L,3,9.92,2016-09-24
2127,Canadian Ltd,1.75L,1,10.55,2016-09-24
14006,Apothic Winemakers Red Blend,750mL,3,10.24,2016-09-24
2120,Canadian Club,1.75L,7,15.95,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,4,14.04,2016-09-24
1376,Jim Beam,1.75L,1,22.85,2016-09-24
2663,Dewars White Label,1.75L,1,40.29,2016-09-24
3405,Tito's Handmade Vodka,1.75L,16,28.57,2016-09-24
8082,Baileys Irish Cream,1.75L,4,33.4,2016-09-24
2432,Crown Royal,750mL,1,23.01,2016-09-24
2120,Canadian Club,1.75L,3,16.9,2016-09-24
5365,Kahlua,750mL,6,19.57,2016-09-24
3545,Ketel One Vodka,1.75L,4,29.22,2016-09-24
8680,Crown Royal,1.75L,1,39.08,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,7,22.23,2016-09-24
3545,Ketel One Vodka,1.75L,3,30.13,2016-09-24
1232,Jack Daniels No 7 Black,750mL,2,23.47,2016-09-24
1376,Jim Beam,1.75L,1,23.65,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,7,16.04,2016-09-24
3858,Grey Goose Vodka,750mL,3,24.0,2016-09-24
2432,Crown Royal,750mL,1,23.28,2016-09-24
3512,Pinnacle Vodka,1.75L,3,17.34,2016-09-24
3650,Patron Silver Tequila,750mL,1,47.71,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,2,16.08,2016-09-24
4262,Capt Morgan Spiced Rum,750mL,1,17.35,2016-09-24
3348,Bombay Sapphire Gin,1.75L,3,37.2,2016-09-24
8512,Baileys Irish Cream,750mL,1,20.13,2016-09-24
3512,Pinnacle Vodka,1.75L,3,17.62,2016-09-24
3893,Zhenka 80 Proof,1.75L,4,9.6,2016-09-24
8680,Crown Royal,1.75L,1,41.8,2016-09-24
3102,Smirnoff Traveler,1.75L,3,17.59,2016-09-24
3423,Beefeater,1.75L,1,26.64,2016-09-24
5365,Kahlua,750mL,1,19.28,2016-09-24
3858,Grey Goose Vodka,750mL,1,23.59,2016-09-24
2585,Jameson Irish Whiskey,750mL,6,24.56,2016-09-24
5364,Kahlua,1.75L,1,32.55,2016-09-24
8068,Absolut 80 Proof,1.75L,7,24.34,2016-09-24
14006,Apothic Winemakers Red Blend,750mL,1,9.99,2016-09-24
3405,Tito's Handmade Vodka,1.75L,1,28.32,2016-09-24
3545,Ketel One Vodka,1.75L,4,29.22,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,1,15.85,2016-09-24
8112,Stolichnaya,1.75L,2,27.05,2016-09-24
3802,Three Olives Vodka,1.75L,6,17.53,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,2,12.69,2016-09-24
3876,Smirnoff 80 Proof,1.75L,2,18.8,2016-09-24
1476,Jim Beam Traveler,1.75L,1,21.84,2016-09-24
2663,Dewars White Label,1.75L,2,39.6,2016-09-24
8068,Absolut 80 Proof,1.75L,3,24.81,2016-09-24
5364,Kahlua,1.75L,2,31.82,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,3,22.34,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,4,14.41,2016-09-24
2127,Canadian Ltd,1.75L,5,10.33,2016-09-24
8159,Jose Cuervo Especial,1.75L,1,25.72,2016-09-24
2757,Johnnie Walker Red Label,1.75L,1,30.67,2016-09-24
3102,Smirnoff Traveler,1.75L,11,18.18,2016-09-24
3505,Tito's Handmade Vodka,750mL,9,19.38,2016-09-24
2127,Canadian Ltd,1.75L,3,10.42,2016-09-24
1233,Jack Daniels No 7 Black,1.75L,1,35.03,2016-09-24
8112,Stolichnaya,1.75L,10,25.17,2016-09-24
1476,Jim Beam Traveler,1.75L,2,22.58,2016-09-24
5365,Kahlua,750mL,1,20.13,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,6,22.3,2016-09-24
3102,Smirnoff Traveler,1.75L,4,18.11,2016-09-24
3858,Grey Goose Vodka,750mL,23,24.37,2016-09-24
1376,Jim Beam,1.75L,14,22.59,2016-09-24
3913,Svedka Vodka,1.75L,1,17.85,2016-09-24
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,15.06,2016-09-24
3893,Zhenka 80 Proof,1.75L,11,10.05,2016-09-24
1233,Jack Daniels No 7 Black,1.75L,3,37.2,2016-09-24
3545,Ketel One Vodka,1.75L,6,31.24,2016-09-24
3423,Beefeater,1.75L,3,26.38,2016-09-24
3512,Pinnacle Vodka,1.75L,1,16.89,2016-09-24
3102,Smirnoff Traveler,1.75L,4,17.89,2016-09-24
1476,Jim Beam Traveler,1.75L,2,22.11,2016-09-24
3545,Ketel One Vodka,1.75L,1,30.98,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,1,12.89,2016-09-24
2432,Crown Royal,750mL,1,26.23,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,3,22.5,2016-09-24
5365,Kahlua,750mL,2,20.58,2016-09-24
3180,New Amsterdam Vodka,1.75L,20,14.93,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,21,22.4,2016-09-24
3423,Beefeater,1.75L,1,26.99,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,10,23.08,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,6,16.48,2016-09-24
3650,Patron Silver Tequila,750mL,1,50.47,2016-09-24
3405,Tito's Handmade Vodka,1.75L,12,29.56,2016-09-24
2663,Dewars White Label,1.75L,8,40.43,2016-09-24
3858,Grey Goose Vodka,750mL,3,25.05,2016-09-24
2589,Jameson Irish Whiskey,1.75L,1,40.56,2016-09-24
3826,Skyy Vodka,1.75L,1,20.16,2016-09-24
2432,Crown Royal,750mL,1,26.19,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,24,21.87,2016-09-24
8512,Baileys Irish Cream,750mL,1,20.12,2016-09-24
2127,Canadian Ltd,1.75L,4,10.71,2016-09-24
3858,Grey Goose Vodka,750mL,8,24.07,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,1,12.74,2016-09-24
1376,Jim Beam,1.75L,3,23.66,2016-09-24
8068,Absolut 80 Proof,1.75L,1,25.31,2016-09-24
2120,Canadian Club,1.75L,4,16.82,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,1,22.16,2016-09-24
3545,Ketel One Vodka,1.75L,3,31.99,2016-09-24
3180,New Amsterdam Vodka,1.75L,1,16.92,2016-09-24
3876,Smirnoff 80 Proof,1.75L,2,19.01,2016-09-24
5364,Kahlua,1.75L,3,31.29,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,15,22.6,2016-09-24
1385,Makers Mark,750mL,1,29.01,2016-09-24
2589,Jameson Irish Whiskey,1.75L,2,42.87,2016-09-24
1232,Jack Daniels No 7 Black,750mL,1,23.03,2016-09-24
3913,Svedka Vodka,1.75L,3,19.49,2016-09-24
8680,Crown Royal,1.75L,4,40.55,2016-09-24
1385,Makers Mark,750mL,1,27.16,2016-09-24
2757,Johnnie Walker Red Label,1.75L,4,29.77,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,11,13.78,2016-09-24
8112,Stolichnaya,1.75L,1,26.19,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,3,13.01,2016-09-24
6650,Simi Chard,750mL,1,10.79,2016-09-24
8680,Crown Royal,1.75L,1,38.11,2016-09-24
3545,Ketel One Vodka,1.75L,3,29.75,2016-09-24
8159,Jose Cuervo Especial,1.75L,1,25.56,2016-09-24
3876,Smirnoff 80 Proof,1.75L,4,20.39,2016-09-24
2585,Jameson Irish Whiskey,750mL,9,24.4,2016-09-24
3348,Bombay Sapphire Gin,1.75L,1,36.83,2016-09-24
3876,Smirnoff 80 Proof,1.75L,8,19.01,2016-09-24
1232,Jack Daniels No 7 Black,750mL,1,22.2,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,11,22.09,2016-09-24
8159,Jose Cuervo Especial,1.75L,2,25.54,2016-09-24
4262,Capt Morgan Spiced Rum,750mL,2,15.25,2016-09-24
3876,Smirnoff 80 Proof,1.75L,6,19.67,2016-09-24
3180,New Amsterdam Vodka,1.75L,1,16.99,2016-09-24
5365,Kahlua,750mL,1,20.2,2016-09-24
3180,New Amsterdam Vodka,1.75L,1,16.81,2016-09-24
5365,Kahlua,750mL,1,19.63,2016-09-24
2120,Canadian Club,1.75L,1,16.67,2016-09-24
2114,Black Velvet Canadian Whisky,1.75L,1,13.0,2016-09-24
3423,Beefeater,1.75L,1,27.12,2016-09-24
3913,Svedka Vodka,1.75L,10,17.81,2016-09-24
1737,Makers Mark,1.75L,3,46.91,2016-09-24
2127,Canadian Ltd,1.75L,8,10.61,2016-09-24
1232,Jack Daniels No 7 Black,750mL,2,23.13,2016-09-24
1232,Jack Daniels No 7 Black,750mL,1,22.88,2016-09-24
8068,Absolut 80 Proof,1.75L,3,24.89,2016-09-24
1385,Makers Mark,750mL,3,26.48,2016-09-24
14006,Apothic Winemakers Red Blend,750mL,8,10.1,2016-09-24
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,14.8,2016-09-24
6579,J Lohr Riverstone Chard,750mL,1,9.64,2016-09-24
8159,Jose Cuervo Especial,1.75L,2,26.6,2016-09-24
3802,Three Olives Vodka,1.75L,6,17.74,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,1,14.07,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,16,21.17,2016-09-24
5364,Kahlua,1.75L,1,33.32,2016-09-24
3102,Smirnoff Traveler,1.75L,6,17.95,2016-09-24
8512,Baileys Irish Cream,750mL,2,20.57,2016-09-24
1376,Jim Beam,1.75L,4,26.1,2016-09-24
3512,Pinnacle Vodka,1.75L,1,17.0,2016-09-24
3405,Tito's Handmade Vodka,1.75L,2,28.89,2016-09-24
5364,Kahlua,1.75L,7,32.11,2016-09-24
1233,Jack Daniels No 7 Black,1.75L,1,39.5,2016-09-24
8159,Jose Cuervo Especial,1.75L,2,25.05,2016-09-24
4227,Bacardi Superior Rum Trav,1.75L,2,17.99,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,2,13.35,2016-09-24
8512,Baileys Irish Cream,750mL,3,19.53,2016-09-24
8512,Baileys Irish Cream,750mL,3,20.13,2016-09-24
3102,Smirnoff Traveler,1.75L,6,17.43,2016-09-24
3893,Zhenka 80 Proof,1.75L,5,10.25,2016-09-24
1476,Jim Beam Traveler,1.75L,2,22.43,2016-09-24
2663,Dewars White Label,1.75L,3,37.84,2016-09-24
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.98,2016-09-24
4262,Capt Morgan Spiced Rum,750mL,1,15.23,2016-09-24
3405,Tito's Handmade Vodka,1.75L,4,30.87,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,2,22.03,2016-09-24
1737,Makers Mark,1.75L,2,51.91,2016-09-24
3405,Tito's Handmade Vodka,1.75L,15,29.07,2016-09-24
3650,Patron Silver Tequila,750mL,3,49.07,2016-09-24
3102,Smirnoff Traveler,1.75L,5,17.6,2016-09-24
2127,Canadian Ltd,1.75L,3,10.48,2016-09-24
4261,Capt Morgan Spiced Rum,1.75L,30,21.5,2016-09-24
2120,Canadian Club,1.75L,2,15.88,2016-09-24
6579,J Lohr Riverstone Chard,750mL,3,14.43,2016-09-24
5365,Kahlua,750mL,2,20.09,2016-09-24
2120,Canadian Club,1.75L,2,15.41,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,1,13.82,2016-09-24
3826,Skyy Vodka,1.75L,1,20.36,2016-09-24
8068,Absolut 80 Proof,1.75L,1,26.29,2016-09-24
5365,Kahlua,750mL,3,19.91,2016-09-24
3102,Smirnoff Traveler,1.75L,2,18.53,2016-09-24
3505,Tito's Handmade Vodka,750mL,1,18.27,2016-09-24
3423,Beefeater,1.75L,1,26.4,2016-09-24
5138,Fireball Cinnamon Whisky,750mL,10,13.97,2016-09-25
2127,Canadian Ltd,1.75L,20,10.65,2016-09-25
5103,Fireball Cinnamon Whisky,1.75L,7,25.03,2016-09-25
3893,Zhenka 80 Proof,1.75L,3,10.08,2016-09-25
1232,Jack Daniels No 7 Black,750mL,7,22.79,2016-09-25
8068,Absolut 80 Proof,1.75L,6,25.3,2016-09-25
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.7,2016-09-25
3489,Tanqueray,1.75L,2,29.01,2016-09-25
3913,Svedka Vodka,1.75L,3,22.37,2016-09-25
8512,Baileys Irish Cream,750mL,9,19.93,2016-09-25
3893,Zhenka 80 Proof,1.75L,1,9.96,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,2,21.96,2016-09-25
2114,Black Velvet Canadian Whisky,1.75L,1,15.97,2016-09-25
2585,Jameson Irish Whiskey,750mL,1,23.6,2016-09-25
1385,Makers Mark,750mL,1,25.99,2016-09-25
2114,Black Velvet Canadian Whisky,1.75L,5,13.05,2016-09-25
3348,Bombay Sapphire Gin,1.75L,6,37.46,2016-09-25
2589,Jameson Irish Whiskey,1.75L,15,41.05,2016-09-25
1476,Jim Beam Traveler,1.75L,3,21.91,2016-09-25
3857,Grey Goose Vodka,1.75L,1,59.06,2016-09-25
11219,Josh Cellars Cab Svgn Sonoma,750mL,11,13.5,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,12,21.61,2016-09-25
8680,Crown Royal,1.75L,1,42.89,2016-09-25
2585,Jameson Irish Whiskey,750mL,7,23.3,2016-09-25
8068,Absolut 80 Proof,1.75L,35,25.3,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,1,21.22,2016-09-25
8068,Absolut 80 Proof,1.75L,13,25.6,2016-09-25
5138,Fireball Cinnamon Whisky,750mL,2,13.71,2016-09-25
3102,Smirnoff Traveler,1.75L,9,17.75,2016-09-25
8082,Baileys Irish Cream,1.75L,7,40.25,2016-09-25
8082,Baileys Irish Cream,1.75L,4,33.88,2016-09-25
8068,Absolut 80 Proof,1.75L,7,24.45,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,8,22.27,2016-09-25
3102,Smirnoff Traveler,1.75L,3,18.33,2016-09-25
3423,Beefeater,1.75L,1,26.34,2016-09-25
1232,Jack Daniels No 7 Black,750mL,7,23.67,2016-09-25
3102,Smirnoff Traveler,1.75L,5,17.99,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,8,21.56,2016-09-25
1376,Jim Beam,1.75L,14,22.84,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,9,21.86,2016-09-25
2127,Canadian Ltd,1.75L,3,10.27,2016-09-25
3512,Pinnacle Vodka,1.75L,10,16.76,2016-09-25
8082,Baileys Irish Cream,1.75L,1,34.49,2016-09-25
2114,Black Velvet Canadian Whisky,1.75L,5,15.72,2016-09-25
3545,Ketel One Vodka,1.75L,3,30.22,2016-09-25
4227,Bacardi Superior Rum Trav,1.75L,8,18.23,2016-09-25
8082,Baileys Irish Cream,1.75L,2,34.06,2016-09-25
2585,Jameson Irish Whiskey,750mL,6,24.12,2016-09-25
5138,Fireball Cinnamon Whisky,750mL,2,14.08,2016-09-25
1376,Jim Beam,1.75L,3,25.93,2016-09-25
3405,Tito's Handmade Vodka,1.75L,2,27.51,2016-09-25
3512,Pinnacle Vodka,1.75L,11,17.4,2016-09-25
3858,Grey Goose Vodka,750mL,4,23.81,2016-09-25
8068,Absolut 80 Proof,1.75L,1,24.38,2016-09-25
3876,Smirnoff 80 Proof,1.75L,5,19.84,2016-09-25
8159,Jose Cuervo Especial,1.75L,1,25.77,2016-09-25
6570,Kendall Jackson Chard Vt RSV,750mL,8,14.46,2016-09-25
2114,Black Velvet Canadian Whisky,1.75L,3,12.83,2016-09-25
2120,Canadian Club,1.75L,3,16.57,2016-09-25
11219,Josh Cellars Cab Svgn Sonoma,750mL,2,15.05,2016-09-25
3423,Beefeater,1.75L,1,26.34,2016-09-25
1476,Jim Beam Traveler,1.75L,2,23.11,2016-09-25
3802,Three Olives Vodka,1.75L,1,18.03,2016-09-25
8512,Baileys Irish Cream,750mL,2,20.34,2016-09-25
4261,Capt Morgan Spiced Rum,1.75L,20,21.56,2016-09-25
2757,Johnnie Walker Red Label,1.75L,1,29.8,2016-09-25
2120,Canadian Club,1.75L,1,17.17,2016-09-25
3858,Grey Goose Vodka,750mL,1,22.52,2016-09-25
3857,Grey Goose Vodka,1.75L,1,58.53,2016-09-25
8512,Baileys Irish Cream,750mL,2,20.38,2016-09-25
3893,Zhenka 80 Proof,1.75L,5,10.14,2016-09-25
2432,Crown Royal,750mL,1,25.41,2016-09-25
8512,Baileys Irish Cream,750mL,229,19.67,2016-09-25
5364,Kahlua,1.75L,1,31.18,2016-09-25
8159,Jose Cuervo Especial,1.75L,1,26.14,2016-09-25
2120,Canadian Club,1.75L,1,15.41,2016-09-25
1476,Jim Beam Traveler,1.75L,1,21.32,2016-09-25
14006,Apothic Winemakers Red Blend,750mL,5,9.75,2016-09-25
